#ID = Feature ID									
#chrom = Chromosome number									
#start = The start position on the chromosome									
#end = The end position on the chromosome									
#loc = 									
#meanPos = 									
#cyto = The cytoband on the chromosome.									
#arm = The arm of the chromosome									
#genome.version = The version of the genome used.									
#SPOT_ID = Chromosomal region (hg19)									
ID	chrom	star	end	loc	meanPos	cyto	arm	genome.version	SPOT_ID
X2699306	19	51360306	51510579	51360306	51435442.5	q13.3	19q	UCSC.HG19_2010-03-08	chr19:51360306-51510579
X2702986	19	51469673	51622682	51469673	51546177.5	q13.4	19q	UCSC.HG19_2010-03-08	chr19:51469673-51622682
X3222252	19	52309865	52460111	52309865	52384988	q13.4	19q	UCSC.HG19_2010-03-08	chr19:52309865-52460111
X2699991	19	52438812	52618202	52438812	52528507	q13.4	19q	UCSC.HG19_2010-03-08	chr19:52438812-52618202
X2701329	19	52892396	53042457	52892396	52967426.5	q13.4	19q	UCSC.HG19_2010-03-08	chr19:52892396-53042457
X2701195	19	53057513	53058190	53057513	53057851.5	q13.4	19q	UCSC.HG19_2010-03-08	chr19:53057513-53058190
X2699485	19	53008649	53158830	53008649	53083739.5	q13.4	19q	UCSC.HG19_2010-03-08	chr19:53008649-53158830
X3222673	19	53644549	53832206	53644549	53738377.5	q13.4	19q	UCSC.HG19_2010-03-08	chr19:53644549-53832206
X3222109	19	54587424	54737584	54587424	54662504	q13.4	19q	UCSC.HG19_2010-03-08	chr19:54587424-54737584
X2700709	19	54693797	54866468	54693797	54780132.5	q13.4	19q	UCSC.HG19_2010-03-08	chr19:54693797-54866468
X3222459	19	55671837	55823690	55671837	55747763.5	q13.4	19q	UCSC.HG19_2010-03-08	chr19:55671837-55823690
X2699594	19	56246381	56396529	56246381	56321455	q13.4	19q	UCSC.HG19_2010-03-08	chr19:56246381-56396529
X2699724	19	56403099	56577762	56403099	56490430.5	q13.4	19q	UCSC.HG19_2010-03-08	chr19:56403099-56577762
X2700717	19	57528609	57716910	57528609	57622759.5	q13.4	19q	UCSC.HG19_2010-03-08	chr19:57528609-57716910
X2699982	19	58453740	58603854	58453740	58528797	q13.4	19q	UCSC.HG19_2010-03-08	chr19:58453740-58603854
X3222637	19	58684612	58893704	58684612	58789158	q13.4	19q	UCSC.HG19_2010-03-08	chr19:58684612-58893704
X3222670	19	58831878	59004510	58831878	58918194	q13.4	19q	UCSC.HG19_2010-03-08	chr19:58831878-59004510
X2698333	19	58934578	59084687	58934578	59009632.5	q13.4	19q	UCSC.HG19_2010-03-08	chr19:58934578-59084687
X2698344	20	94007	257964	94007	175985.5	p13	20p	UCSC.HG19_2010-03-08	chr20:94007-257964
X3222740	20	105463	270521	105463	187992	p13	20p	UCSC.HG19_2010-03-08	chr20:105463-270521
X2701405	20	203466	414944	203466	309205	p13	20p	UCSC.HG19_2010-03-08	chr20:203466-414944
X3222691	20	270790	472867	270790	371828.5	p13	20p	UCSC.HG19_2010-03-08	chr20:270790-472867
X3222555	20	428483	578766	428483	503624.5	p13	20p	UCSC.HG19_2010-03-08	chr20:428483-578766
X3222641	20	463381	661753	463381	562567	p13	20p	UCSC.HG19_2010-03-08	chr20:463381-661753
X2700724	20	1267861	1443707	1267861	1355784	p13	20p	UCSC.HG19_2010-03-08	chr20:1267861-1443707
X2698360	20	1476830	1592033	1476830	1534431.5	p13	20p	UCSC.HG19_2010-03-08	chr20:1476830-1592033
X2699193	20	2540204	2723857	2540204	2632030.5	p13	20p	UCSC.HG19_2010-03-08	chr20:2540204-2723857
X2702273	20	2868785	3018977	2868785	2943881	p13	20p	UCSC.HG19_2010-03-08	chr20:2868785-3018977
X2698212	20	3656213	3841573	3656213	3748893	p13	20p	UCSC.HG19_2010-03-08	chr20:3656213-3841573
X2700934	20	3801840	3952403	3801840	3877121.5	p13	20p	UCSC.HG19_2010-03-08	chr20:3801840-3952403
X2701415	20	3800157	3991951	3800157	3896054	p13	20p	UCSC.HG19_2010-03-08	chr20:3800157-3991951
X2701424	20	4861269	5025696	4861269	4943482.5	p13	20p	UCSC.HG19_2010-03-08	chr20:4861269-5025696
X2701012	20	5004807	5163350	5004807	5084078.5	p13	20p	UCSC.HG19_2010-03-08	chr20:5004807-5163350
X2702298	20	5037996	5188357	5037996	5113176.5	p13	20p	UCSC.HG19_2010-03-08	chr20:5037996-5188357
X2698262	20	5088323	5197774	5088323	5143048.5	p13	20p	UCSC.HG19_2010-03-08	chr20:5088323-5197774
X2702514	20	5783768	5934118	5783768	5858943	p12.3	20p	UCSC.HG19_2010-03-08	chr20:5783768-5934118
X3222383	20	6092451	6234954	6092451	6163702.5	p12.3	20p	UCSC.HG19_2010-03-08	chr20:6092451-6234954
X2701814	20	7146938	7313829	7146938	7230383.5	p12.3	20p	UCSC.HG19_2010-03-08	chr20:7146938-7313829
X2700733	20	7300094	7450632	7300094	7375363	p12.3	20p	UCSC.HG19_2010-03-08	chr20:7300094-7450632
X3221969	20	7579854	7746793	7579854	7663323.5	p12.3	20p	UCSC.HG19_2010-03-08	chr20:7579854-7746793
X2703397	20	8817668	8999990	8817668	8908829	p12.3	20p	UCSC.HG19_2010-03-08	chr20:8817668-8999990
X2699721	20	9216307	9364625	9216307	9290466	p12.2	20p	UCSC.HG19_2010-03-08	chr20:9216307-9364625
X2701118	20	10529672	10670785	10529672	10600228.5	p12.2	20p	UCSC.HG19_2010-03-08	chr20:10529672-10670785
X2701127	20	10584781	10728186	10584781	10656483.5	p12.2	20p	UCSC.HG19_2010-03-08	chr20:10584781-10728186
X2702363	20	10618090	10788055	10618090	10703072.5	p12.2	20p	UCSC.HG19_2010-03-08	chr20:10618090-10788055
X2702411	20	11496571	11647193	11496571	11571882	p12.2	20p	UCSC.HG19_2010-03-08	chr20:11496571-11647193
X2702390	20	12209194	12366507	12209194	12287850.5	p12.1	20p	UCSC.HG19_2010-03-08	chr20:12209194-12366507
X2703237	20	12635308	12813453	12635308	12724380.5	p12.1	20p	UCSC.HG19_2010-03-08	chr20:12635308-12813453
X2701733	20	13580002	13742985	13580002	13661493.5	p12.1	20p	UCSC.HG19_2010-03-08	chr20:13580002-13742985
X2699575	20	14076334	14254089	14076334	14165211.5	p12.1	20p	UCSC.HG19_2010-03-08	chr20:14076334-14254089
X2702119	20	15323792	15468383	15323792	15396087.5	p12.1	20p	UCSC.HG19_2010-03-08	chr20:15323792-15468383
X2700760	20	15652917	15653179	15652917	15653048	p12.1	20p	UCSC.HG19_2010-03-08	chr20:15652917-15653179
X2699445	20	16775549	16947939	16775549	16861744	p12.1	20p	UCSC.HG19_2010-03-08	chr20:16775549-16947939
X2701522	20	17558024	17730058	17558024	17644041	p12.1	20p	UCSC.HG19_2010-03-08	chr20:17558024-17730058
X2702522	20	18150726	18363543	18150726	18257134.5	p11.2	20p	UCSC.HG19_2010-03-08	chr20:18150726-18363543
X2698281	20	18601996	18689514	18601996	18645755	p11.2	20p	UCSC.HG19_2010-03-08	chr20:18601996-18689514
X3222759	20	19331056	19525283	19331056	19428169.5	p11.2	20p	UCSC.HG19_2010-03-08	chr20:19331056-19525283
X2701523	20	20304099	20454741	20304099	20379420	p11.2	20p	UCSC.HG19_2010-03-08	chr20:20304099-20454741
X2701287	20	20682812	20844637	20682812	20763724.5	p11.2	20p	UCSC.HG19_2010-03-08	chr20:20682812-20844637
X2701304	20	20844072	20844627	20844072	20844349.5	p11.2	20p	UCSC.HG19_2010-03-08	chr20:20844072-20844627
X3222694	20	21573886	21738379	21573886	21656132.5	p11.2	20p	UCSC.HG19_2010-03-08	chr20:21573886-21738379
X2700751	20	22126450	22126602	22126450	22126526	p11.2	20p	UCSC.HG19_2010-03-08	chr20:22126450-22126602
X2702518	20	22630029	22831916	22630029	22730972.5	p11.2	20p	UCSC.HG19_2010-03-08	chr20:22630029-22831916
X2701414	20	22685755	22845930	22685755	22765842.5	p11.2	20p	UCSC.HG19_2010-03-08	chr20:22685755-22845930
X2702481	20	23225079	23400807	23225079	23312943	p11.2	20p	UCSC.HG19_2010-03-08	chr20:23225079-23400807
X2700718	20	24204664	24454971	24204664	24329817.5	p11.2	20p	UCSC.HG19_2010-03-08	chr20:24204664-24454971
X2702487	20	24933024	25116861	24933024	25024942.5	p11.2	20p	UCSC.HG19_2010-03-08	chr20:24933024-25116861
X2699027	20	26166269	26319272	26166269	26242770.5	p11.1	20p	UCSC.HG19_2010-03-08	chr20:26166269-26319272
X2699213	20	26180199	26317683	26180199	26248941	p11.1	20p	UCSC.HG19_2010-03-08	chr20:26180199-26317683
X2699375	20	29454085	29591464	29454085	29522774.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:29454085-29591464
X3221909	20	29455684	29653632	29455684	29554658	q11.2	20q	UCSC.HG19_2010-03-08	chr20:29455684-29653632
X2698223	20	30189845	30340056	30189845	30264950.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:30189845-30340056
X2700865	20	30535498	30685765	30535498	30610631.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:30535498-30685765
X2700856	20	30567750	30718162	30567750	30642956	q11.2	20q	UCSC.HG19_2010-03-08	chr20:30567750-30718162
X2700964	20	30587560	30737715	30587560	30662637.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:30587560-30737715
X2700963	20	30587797	30737925	30587797	30662861	q11.2	20q	UCSC.HG19_2010-03-08	chr20:30587797-30737925
X2702198	20	30576396	30794290	30576396	30685343	q11.2	20q	UCSC.HG19_2010-03-08	chr20:30576396-30794290
X2700874	20	30612123	30762482	30612123	30687302.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:30612123-30762482
X2700929	20	30641482	30737966	30641482	30689724	q11.2	20q	UCSC.HG19_2010-03-08	chr20:30641482-30737966
X2700883	20	30641591	30737989	30641591	30689790	q11.2	20q	UCSC.HG19_2010-03-08	chr20:30641591-30737989
X2702909	20	31247437	31417324	31247437	31332380.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:31247437-31417324
X2701288	20	31720453	31893672	31720453	31807062.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:31720453-31893672
X2700912	20	32150542	32307371	32150542	32228956.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:32150542-32307371
X2700952	20	32157541	32308174	32157541	32232857.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:32157541-32308174
X2703299	20	32157624	32308115	32157624	32232869.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:32157624-32308115
X2700961	20	32158026	32308174	32158026	32233100	q11.2	20q	UCSC.HG19_2010-03-08	chr20:32158026-32308174
X2702358	20	32173769	32308200	32173769	32240984.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:32173769-32308200
X2702274	20	32173927	32308199	32173927	32241063	q11.2	20q	UCSC.HG19_2010-03-08	chr20:32173927-32308199
X2698211	20	32189812	32293283	32189812	32241547.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:32189812-32293283
X2699198	20	33457088	33621260	33457088	33539174	q11.2	20q	UCSC.HG19_2010-03-08	chr20:33457088-33621260
X2699535	20	33769876	33920326	33769876	33845101	q11.2	20q	UCSC.HG19_2010-03-08	chr20:33769876-33920326
X3221914	20	33797016	33972228	33797016	33884622	q11.2	20q	UCSC.HG19_2010-03-08	chr20:33797016-33972228
X2699269	20	34705367	34883252	34705367	34794309.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:34705367-34883252
X3222343	20	35096682	35287207	35096682	35191944.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:35096682-35287207
X2698852	20	35639782	35805823	35639782	35722802.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:35639782-35805823
X2698395	20	36006034	36115723	36006034	36060878.5	q11.2	20q	UCSC.HG19_2010-03-08	chr20:36006034-36115723
X2703300	20	36063470	36312026	36063470	36187748	q11.2	20q	UCSC.HG19_2010-03-08	chr20:36063470-36312026
X2701441	20	37094777	37277677	37094777	37186227	q11.2	20q	UCSC.HG19_2010-03-08	chr20:37094777-37277677
X2700853	20	38081177	38216449	38081177	38148813	q12	20q	UCSC.HG19_2010-03-08	chr20:38081177-38216449
X2701080	20	39178710	39328857	39178710	39253783.5	q12	20q	UCSC.HG19_2010-03-08	chr20:39178710-39328857
X2701089	20	39178712	39328860	39178712	39253786	q12	20q	UCSC.HG19_2010-03-08	chr20:39178712-39328860
X2701514	20	39226045	39376653	39226045	39301349	q12	20q	UCSC.HG19_2010-03-08	chr20:39226045-39376653
X2701513	20	39226554	39376663	39226554	39301608.5	q12	20q	UCSC.HG19_2010-03-08	chr20:39226554-39376663
X3221922	20	39680628	39841407	39680628	39761017.5	q12	20q	UCSC.HG19_2010-03-08	chr20:39680628-39841407
X2701039	20	40593297	40671784	40593297	40632540.5	q12	20q	UCSC.HG19_2010-03-08	chr20:40593297-40671784
X2701047	20	40596083	40717629	40596083	40656856	q12	20q	UCSC.HG19_2010-03-08	chr20:40596083-40717629
X2701087	20	40607250	40744101	40607250	40675675.5	q12	20q	UCSC.HG19_2010-03-08	chr20:40607250-40744101
X2702331	20	40604677	40755087	40604677	40679882	q12	20q	UCSC.HG19_2010-03-08	chr20:40604677-40755087
X2702334	20	40604675	40755209	40604675	40679942	q12	20q	UCSC.HG19_2010-03-08	chr20:40604675-40755209
X2702345	20	40622758	40756831	40622758	40689794.5	q12	20q	UCSC.HG19_2010-03-08	chr20:40622758-40756831
X2699624	20	41665307	41815500	41665307	41740403.5	q12	20q	UCSC.HG19_2010-03-08	chr20:41665307-41815500
X2700771	20	42186304	42346645	42186304	42266474.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:42186304-42346645
X2698282	20	42230714	42371342	42230714	42301028	q13.1	20q	UCSC.HG19_2010-03-08	chr20:42230714-42371342
X2702223	20	42276080	42395901	42276080	42335990.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:42276080-42395901
X2700789	20	42291737	42454248	42291737	42372992.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:42291737-42454248
X2700936	20	43125667	43283763	43125667	43204715	q13.1	20q	UCSC.HG19_2010-03-08	chr20:43125667-43283763
X2702526	20	43122051	43319990	43122051	43221020.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:43122051-43319990
X2703302	20	43182316	43276162	43182316	43229239	q13.1	20q	UCSC.HG19_2010-03-08	chr20:43182316-43276162
X2700904	20	43451695	43543427	43451695	43497561	q13.1	20q	UCSC.HG19_2010-03-08	chr20:43451695-43543427
X2702297	20	43525190	43717319	43525190	43621254.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:43525190-43717319
X2702290	20	43525181	43717335	43525181	43621258	q13.1	20q	UCSC.HG19_2010-03-08	chr20:43525181-43717335
X2700903	20	43607038	43738923	43607038	43672980.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:43607038-43738923
X2698853	20	43906041	44071525	43906041	43988783	q13.1	20q	UCSC.HG19_2010-03-08	chr20:43906041-44071525
X2702287	20	43944676	44114442	43944676	44029559	q13.1	20q	UCSC.HG19_2010-03-08	chr20:43944676-44114442
X2700935	20	43964280	44114442	43964280	44039361	q13.1	20q	UCSC.HG19_2010-03-08	chr20:43964280-44114442
X2700927	20	43964540	44114694	43964540	44039617	q13.1	20q	UCSC.HG19_2010-03-08	chr20:43964540-44114694
X2700951	20	44103204	44229577	44103204	44166390.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:44103204-44229577
X3222034	20	44535679	44708357	44535679	44622018	q13.1	20q	UCSC.HG19_2010-03-08	chr20:44535679-44708357
X3222221	20	44954620	45117116	44954620	45035868	q13.1	20q	UCSC.HG19_2010-03-08	chr20:44954620-45117116
X2701291	20	45059591	45240069	45059591	45149830	q13.1	20q	UCSC.HG19_2010-03-08	chr20:45059591-45240069
X2700902	20	45697543	45906226	45697543	45801884.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:45697543-45906226
X2701422	20	45724350	45913171	45724350	45818760.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:45724350-45913171
X2701058	20	45794725	45905890	45794725	45850307.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:45794725-45905890
X2703398	20	46149015	46299200	46149015	46224107.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:46149015-46299200
X2702248	20	46191986	46288913	46191986	46240449.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:46191986-46288913
X2700854	20	46185500	46327793	46185500	46256646.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:46185500-46327793
X2702282	20	46278571	46431285	46278571	46354928	q13.1	20q	UCSC.HG19_2010-03-08	chr20:46278571-46431285
X2703303	20	46278612	46431674	46278612	46355143	q13.1	20q	UCSC.HG19_2010-03-08	chr20:46278612-46431674
X2700507	20	47240431	47404778	47240431	47322604.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:47240431-47404778
X2701432	20	47465393	47663538	47465393	47564465.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:47465393-47663538
X2698261	20	47555788	47696332	47555788	47626060	q13.1	20q	UCSC.HG19_2010-03-08	chr20:47555788-47696332
X2698677	20	47691357	47841465	47691357	47766411	q13.1	20q	UCSC.HG19_2010-03-08	chr20:47691357-47841465
X2700975	20	48739831	48888132	48739831	48813981.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:48739831-48888132
X2700983	20	48770445	48901634	48770445	48836039.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:48770445-48901634
X2702308	20	48777198	48974955	48777198	48876076.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:48777198-48974955
X2702102	20	48994121	49144282	48994121	49069201.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:48994121-49144282
X2700973	20	49172609	49323177	49172609	49247893	q13.1	20q	UCSC.HG19_2010-03-08	chr20:49172609-49323177
X2702979	20	49171859	49350354	49171859	49261106.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:49171859-49350354
X2701440	20	49356118	49541893	49356118	49449005.5	q13.1	20q	UCSC.HG19_2010-03-08	chr20:49356118-49541893
X2700725	20	50162866	50445300	50162866	50304083	q13.2	20q	UCSC.HG19_2010-03-08	chr20:50162866-50445300
X2700734	20	50950071	51119991	50950071	51035031	q13.2	20q	UCSC.HG19_2010-03-08	chr20:50950071-51119991
X2698318	20	52128098	52256549	52128098	52192323.5	q13.2	20q	UCSC.HG19_2010-03-08	chr20:52128098-52256549
X2701816	20	52368669	52533367	52368669	52451018	q13.2	20q	UCSC.HG19_2010-03-08	chr20:52368669-52533367
X2703399	20	52714476	52824206	52714476	52769341	q13.2	20q	UCSC.HG19_2010-03-08	chr20:52714476-52824206
X2700752	20	53822577	53885434	53822577	53854005.5	q13.2	20q	UCSC.HG19_2010-03-08	chr20:53822577-53885434
X2701299	20	54865883	55027354	54865883	54946618.5	q13.2	20q	UCSC.HG19_2010-03-08	chr20:54865883-55027354
X2698244	20	54903088	55038492	54903088	54970790	q13.2	20q	UCSC.HG19_2010-03-08	chr20:54903088-55038492
X2700959	20	54923632	55073672	54923632	54998652	q13.2	20q	UCSC.HG19_2010-03-08	chr20:54923632-55073672
X3222028	20	55160154	55314228	55160154	55237191	q13.3	20q	UCSC.HG19_2010-03-08	chr20:55160154-55314228
X2700921	20	55670987	55791445	55670987	55731216	q13.3	20q	UCSC.HG19_2010-03-08	chr20:55670987-55791445
X2700938	20	55657725	55807849	55657725	55732787	q13.3	20q	UCSC.HG19_2010-03-08	chr20:55657725-55807849
X2700913	20	55706478	55822837	55706478	55764657.5	q13.3	20q	UCSC.HG19_2010-03-08	chr20:55706478-55822837
X2701264	20	56339042	56489457	56339042	56414249.5	q13.3	20q	UCSC.HG19_2010-03-08	chr20:56339042-56489457
X3222530	20	57158954	57307888	57158954	57233421	q13.3	20q	UCSC.HG19_2010-03-08	chr20:57158954-57307888
X2703304	20	57922608	58089949	57922608	58006278.5	q13.3	20q	UCSC.HG19_2010-03-08	chr20:57922608-58089949
X2702502	20	58312954	58501018	58312954	58406986	q13.3	20q	UCSC.HG19_2010-03-08	chr20:58312954-58501018
X3222626	20	59147740	59311045	59147740	59229392.5	q13.3	20q	UCSC.HG19_2010-03-08	chr20:59147740-59311045
X2702470	20	60138422	60353139	60138422	60245780.5	q13.3	20q	UCSC.HG19_2010-03-08	chr20:60138422-60353139
X2703305	20	60561929	60775490	60561929	60668709.5	q13.3	20q	UCSC.HG19_2010-03-08	chr20:60561929-60775490
X3222760	20	62496890	62637655	62496890	62567272.5	q13.3	20q	UCSC.HG19_2010-03-08	chr20:62496890-62637655
X2701392	20	62532921	62689951	62532921	62611436	q13.3	20q	UCSC.HG19_2010-03-08	chr20:62532921-62689951
X2698355	20	62759826	62922382	62759826	62841104	q13.3	20q	UCSC.HG19_2010-03-08	chr20:62759826-62922382
X3222605	20	62793422	62964867	62793422	62879144.5	q13.3	20q	UCSC.HG19_2010-03-08	chr20:62793422-62964867
X2699697	21	10932343	11101080	10932343	11016711.5	p11.1	21p	UCSC.HG19_2010-03-08	chr21:10932343-11101080
X2699180	21	11024746	11174901	11024746	11099823.5	p11.1	21p	UCSC.HG19_2010-03-08	chr21:11024746-11174901
X2699415	21	14376515	14569218	14376515	14472866.5	q11.2	21q	UCSC.HG19_2010-03-08	chr21:14376515-14569218
X2699329	21	14680432	14871585	14680432	14776008.5	q11.2	21q	UCSC.HG19_2010-03-08	chr21:14680432-14871585
X2699700	21	15802996	15986725	15802996	15894860.5	q11.2	21q	UCSC.HG19_2010-03-08	chr21:15802996-15986725
X2703306	21	15843089	16004062	15843089	15923575.5	q11.2	21q	UCSC.HG19_2010-03-08	chr21:15843089-16004062
X2702027	21	16378227	16531828	16378227	16455027.5	q11.2	21q	UCSC.HG19_2010-03-08	chr21:16378227-16531828
X2701521	21	17077490	17268665	17077490	17173077.5	q21.1	21q	UCSC.HG19_2010-03-08	chr21:17077490-17268665
X2701468	21	17159572	17309666	17159572	17234619	q21.1	21q	UCSC.HG19_2010-03-08	chr21:17159572-17309666
X3222111	21	18147890	18333774	18147890	18240832	q21.1	21q	UCSC.HG19_2010-03-08	chr21:18147890-18333774
X2702014	21	19302102	19473153	19302102	19387627.5	q21.1	21q	UCSC.HG19_2010-03-08	chr21:19302102-19473153
X2698840	21	19318414	19468667	19318414	19393540.5	q21.1	21q	UCSC.HG19_2010-03-08	chr21:19318414-19468667
X2702037	21	20289745	20440028	20289745	20364886.5	q21.1	21q	UCSC.HG19_2010-03-08	chr21:20289745-20440028
X2700253	21	21302779	21468666	21302779	21385722.5	q21.1	21q	UCSC.HG19_2010-03-08	chr21:21302779-21468666
X2700261	21	22060626	22231746	22060626	22146186	q21.1	21q	UCSC.HG19_2010-03-08	chr21:22060626-22231746
X3222157	21	22173333	22317537	22173333	22245435	q21.1	21q	UCSC.HG19_2010-03-08	chr21:22173333-22317537
X2701438	21	22819122	22983625	22819122	22901373.5	q21.1	21q	UCSC.HG19_2010-03-08	chr21:22819122-22983625
X2699720	21	23698223	23849450	23698223	23773836.5	q21.1	21q	UCSC.HG19_2010-03-08	chr21:23698223-23849450
X2700277	21	23861251	24021505	23861251	23941378	q21.1	21q	UCSC.HG19_2010-03-08	chr21:23861251-24021505
X2703389	21	24660017	24810131	24660017	24735074	q21.2	21q	UCSC.HG19_2010-03-08	chr21:24660017-24810131
X2699703	21	25112575	25267334	25112575	25189954.5	q21.2	21q	UCSC.HG19_2010-03-08	chr21:25112575-25267334
X2700252	21	26478658	26646623	26478658	26562640.5	q21.2	21q	UCSC.HG19_2010-03-08	chr21:26478658-26646623
X2701404	21	27037982	27246947	27037982	27142464.5	q21.3	21q	UCSC.HG19_2010-03-08	chr21:27037982-27246947
X2701462	21	27749442	27885491	27749442	27817466.5	q21.3	21q	UCSC.HG19_2010-03-08	chr21:27749442-27885491
X2703396	21	27991653	28179512	27991653	28085582.5	q21.3	21q	UCSC.HG19_2010-03-08	chr21:27991653-28179512
X2701402	21	28185469	28381820	28185469	28283644.5	q21.3	21q	UCSC.HG19_2010-03-08	chr21:28185469-28381820
X2698776	21	28792789	28988880	28792789	28890834.5	q21.3	21q	UCSC.HG19_2010-03-08	chr21:28792789-28988880
X2700269	21	29341399	29498106	29341399	29419752.5	q21.3	21q	UCSC.HG19_2010-03-08	chr21:29341399-29498106
X2700284	21	30042323	30193247	30042323	30117785	q21.3	21q	UCSC.HG19_2010-03-08	chr21:30042323-30193247
X2700761	21	30140618	30332834	30140618	30236726	q21.3	21q	UCSC.HG19_2010-03-08	chr21:30140618-30332834
X3222402	21	31213559	31369224	31213559	31291391.5	q21.3	21q	UCSC.HG19_2010-03-08	chr21:31213559-31369224
X2700746	21	32389314	32539904	32389314	32464609	q22.1	21q	UCSC.HG19_2010-03-08	chr21:32389314-32539904
X2700755	21	32406394	32556831	32406394	32481612.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:32406394-32556831
X2701446	21	32928186	33129989	32928186	33029087.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:32928186-33129989
X2699046	21	33199001	33349155	33199001	33274078	q22.1	21q	UCSC.HG19_2010-03-08	chr21:33199001-33349155
X2702477	21	33931334	34126720	33931334	34029027	q22.1	21q	UCSC.HG19_2010-03-08	chr21:33931334-34126720
X2700984	21	34277891	34406825	34277891	34342358	q22.1	21q	UCSC.HG19_2010-03-08	chr21:34277891-34406825
X2700894	21	34526246	34676706	34526246	34601476	q22.1	21q	UCSC.HG19_2010-03-08	chr21:34526246-34676706
X2702256	21	34648708	34807214	34648708	34727961	q22.1	21q	UCSC.HG19_2010-03-08	chr21:34648708-34807214
X2702279	21	34715693	34838606	34715693	34777149.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:34715693-34838606
X2700863	21	34715685	34838616	34715685	34777150.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:34715685-34838616
X2700907	21	34750667	34883446	34750667	34817056.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:34750667-34883446
X2700899	21	34796835	34954474	34796835	34875654.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:34796835-34954474
X2700701	21	34807421	34957999	34807421	34882710	q22.1	21q	UCSC.HG19_2010-03-08	chr21:34807421-34957999
X2700560	21	35738788	35897925	35738788	35818356.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:35738788-35897925
X2700909	21	36059739	36231130	36059739	36145434.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:36059739-36231130
X2702024	21	36307387	36449974	36307387	36378680.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:36307387-36449974
X2701413	21	37412687	37576788	37412687	37494737.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:37412687-37576788
X2703307	21	37756016	37928947	37756016	37842481.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:37756016-37928947
X2700710	21	38439063	38539865	38439063	38489464	q22.1	21q	UCSC.HG19_2010-03-08	chr21:38439063-38539865
X2700731	21	38439065	38540040	38439065	38489552.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:38439065-38540040
X2702021	21	39445100	39617781	39445100	39531440.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:39445100-39617781
X3222225	21	39686210	39845017	39686210	39765613.5	q22.1	21q	UCSC.HG19_2010-03-08	chr21:39686210-39845017
X2700858	21	40041859	40197150	40041859	40119504.5	q22.2	21q	UCSC.HG19_2010-03-08	chr21:40041859-40197150
X2703308	21	40076130	40197144	40076130	40136637	q22.2	21q	UCSC.HG19_2010-03-08	chr21:40076130-40197144
X2700876	21	40094609	40245057	40094609	40169833	q22.2	21q	UCSC.HG19_2010-03-08	chr21:40094609-40245057
X2702202	21	40121966	40243652	40121966	40182809	q22.2	21q	UCSC.HG19_2010-03-08	chr21:40121966-40243652
X2700307	21	40405439	40687166	40405439	40546302.5	q22.2	21q	UCSC.HG19_2010-03-08	chr21:40405439-40687166
